Transaction_ID,Date_ID,Customer_ID,Merchant_ID,Payment_Method_ID,Location_ID,Transaction_Amount,Transaction_Status,Transaction_Reference
19310,20240902,49,85,2,8,397.37,Success,TXN7053075327
19311,20261102,37,41,3,10,1198.58,Success,TXN1537034465
19312,20260818,257,20,3,5,1912.72,Success,TXN5769345816
19313,20260527,398,177,1,3,921.02,Success,TXN5651414199
19314,20260204,385,15,5,3,14348.14,Success,TXN3138364707
19315,20261007,19,159,1,2,532.19,Success,TXN7741858912
19316,20250125,52,34,1,9,9660.42,Success,TXN2130729493
19317,20260930,320,105,1,2,247.62,Success,TXN1078689928
19318,20241007,6,41,1,7,6430.09,Success,TXN8602404725
19319,20240213,164,197,3,4,2259.98,Success,TXN5319365485
19320,20251203,144,79,1,10,292.65,Failed,TXN2073291160
19321,20240219,207,98,2,9,476.57,Success,TXN4658076405
19322,20241218,290,6,2,9,1676.96,Success,TXN3757448268
19323,20260730,106,172,1,6,375.09,Success,TXN4124049484
19324,20240824,200,98,5,7,738.85,Success,TXN3127883023
19325,20260817,242,189,1,5,12633.86,Success,TXN2265948780
19326,20260423,270,115,5,7,6759.21,Success,TXN4413042112
19327,20240604,247,184,4,9,7947.67,Success,TXN3284616324
19328,20250429,41,124,3,6,13773.45,Success,TXN5795110225
19329,20260726,472,5,1,8,4397.22,Success,TXN3753237821
19330,20260104,59,87,1,10,90.43,Success,TXN8054197923
19331,20250703,267,140,1,7,130.31,Success,TXN3141588633
19332,20260603,80,103,1,2,4286.63,Success,TXN0065915080
19333,20260716,138,186,6,5,104.4,Success,TXN8946840030
19334,20240521,268,129,2,10,122.4,Success,TXN8018434880
19335,20260223,194,133,2,5,4800.05,Success,TXN4847860776
19336,20251205,324,89,4,9,6012.16,Success,TXN2732392236
19337,20261217,448,116,2,1,615.71,Success,TXN8896357479
19338,20240510,134,157,3,9,387.7,Success,TXN7670443861
19339,20250409,317,1,2,8,610.48,Success,TXN5359838058
19340,20240604,215,63,5,5,460.57,Success,TXN7990857239
19341,20250924,88,143,1,8,741.65,Success,TXN2517070010
19342,20240419,388,51,1,9,5532.66,Success,TXN1669258272
19343,20250608,399,9,1,3,33857.22,Success,TXN0813919560
19344,20240619,264,155,6,8,6083.61,Success,TXN3749316956
19345,20260819,12,198,1,8,205.3,Success,TXN8993909783
19346,20250804,143,145,2,1,147.88,Success,TXN3990280206
19347,20250329,278,164,1,6,830.82,Success,TXN8170781120
19348,20250811,370,165,1,3,670.75,Success,TXN8776596308
19349,20240620,218,135,1,10,1723.31,Success,TXN5360843922
19350,20250721,69,89,1,9,151.91,Success,TXN8824681936
19351,20261113,57,195,4,2,7242.99,Success,TXN9643015334
19352,20250810,222,122,4,7,9888.95,Success,TXN1156796681
19353,20260112,104,108,1,4,477.12,Success,TXN6926087095
19354,20250331,500,93,2,8,8989.66,Success,TXN9151116309
19355,20240426,378,89,2,2,183.71,Success,TXN1814139461
19356,20260701,406,131,3,1,188.73,Success,TXN6321808493
19357,20250728,370,54,1,9,242.39,Failed,TXN7435214124
19358,20240626,394,40,1,7,1045.73,Success,TXN1626115588
19359,20250309,438,131,1,7,9749.82,Success,TXN8305021163
19360,20260417,249,55,4,3,890.96,Success,TXN3045998225
19361,20260507,451,143,3,1,8578.52,Success,TXN3286578356
19362,20240307,498,147,2,3,875.23,Success,TXN1075512995
19363,20240807,138,38,5,1,6683.22,Success,TXN4279565242
19364,20250223,52,116,1,4,1149.54,Success,TXN0624998692
19365,20250209,237,148,4,3,123.72,Success,TXN4827221212
19366,20260128,83,57,5,2,388.9,Success,TXN4179495530
19367,20241002,476,177,1,1,1894.46,Failed,TXN9649499212
19368,20241220,410,30,1,2,408.13,Success,TXN1010350060
19369,20261019,386,103,1,3,775.39,Success,TXN8524230607
19370,20240605,141,184,3,1,47043.57,Success,TXN2599403380
19371,20241125,235,38,1,7,1124.47,Success,TXN5723748056
19372,20250604,143,58,3,3,464.11,Success,TXN3219687800
19373,20260906,157,124,5,2,21568.11,Success,TXN2387637231
19374,20260617,128,129,3,7,481.18,Success,TXN1914642300
19375,20250209,136,100,2,3,1132.94,Success,TXN6808725661
19376,20251001,208,192,2,5,310.91,Success,TXN1080687467
19377,20240616,129,110,5,10,2739.83,Success,TXN7885805807
19378,20240309,342,19,1,8,430.98,Success,TXN8934849383
19379,20240926,140,8,6,7,1390.0,Success,TXN8520370138
19380,20261109,94,97,2,6,105.97,Success,TXN0126717167
19381,20250307,345,1,1,5,4408.43,Success,TXN1626062620
19382,20260622,99,152,4,5,45384.68,Success,TXN6764752750
19383,20250706,373,91,2,4,1200.01,Success,TXN6926638818
19384,20250714,337,66,4,9,4167.66,Success,TXN5336915503
19385,20240930,99,165,1,5,26814.71,Success,TXN1554660249
19386,20241229,416,104,1,8,144.34,Success,TXN6236209546
19387,20260125,50,197,1,6,492.37,Success,TXN2496959280
19388,20251010,149,113,6,8,440.56,Success,TXN7450439777
19389,20260603,64,179,1,7,1301.28,Failed,TXN4874755299
19390,20260906,66,10,2,5,389.45,Success,TXN3313369018
19391,20240215,124,71,1,5,1128.64,Success,TXN5494287666
19392,20250926,131,132,1,9,351.02,Success,TXN3783374220
19393,20260706,375,167,1,8,208.31,Success,TXN4312450196
19394,20251019,263,119,3,6,1266.18,Success,TXN0320298830
19395,20260219,314,84,2,2,175.26,Success,TXN4501722942
19396,20260608,162,114,1,6,6678.17,Success,TXN6626333864
19397,20250505,293,35,4,2,6175.21,Success,TXN0712837969
19398,20260310,258,115,3,8,466.43,Success,TXN6283793639
19399,20261003,118,118,1,3,8590.89,Success,TXN7399405659
19400,20250408,29,98,1,3,432.1,Success,TXN5396277245
19401,20250220,60,59,3,4,868.89,Success,TXN8852746427
19402,20250111,442,2,1,9,7801.3,Success,TXN3367801954
19403,20250821,29,193,3,8,732.01,Success,TXN0663457968
19404,20241214,454,199,3,7,1391.07,Success,TXN5944905142
19405,20260710,28,79,1,7,1903.83,Success,TXN1884397900
19406,20240517,455,80,2,2,9903.9,Success,TXN8132865229
19407,20250310,263,198,3,7,231.72,Success,TXN2424549905
19408,20261115,137,87,1,5,8072.99,Success,TXN8912093466
19409,20260709,210,12,1,6,105.39,Success,TXN3857449336
19410,20250518,201,108,1,8,9452.22,Success,TXN2009030259
19411,20250304,159,111,2,8,5996.45,Success,TXN1470073612
19412,20250928,377,108,1,4,58.97,Success,TXN8332570575
19413,20240401,364,139,1,4,380.69,Success,TXN2484843904
19414,20260318,182,83,2,9,322.58,Success,TXN4158778008
19415,20240205,164,110,3,8,9584.89,Success,TXN5629483312
19416,20261012,426,55,5,6,1395.7,Success,TXN4155632239
19417,20250117,403,14,3,3,447.23,Success,TXN3201300852
19418,20250709,313,199,2,8,44400.38,Success,TXN0476444563
19419,20260310,226,181,1,4,448.93,Success,TXN1449899039
19420,20260810,278,58,1,10,6965.45,Success,TXN4739988462
19421,20250621,81,87,3,10,15547.99,Success,TXN4252946531
19422,20250118,89,38,1,5,2208.01,Success,TXN1130166134
19423,20240314,309,155,1,9,151.61,Success,TXN5663327387
19424,20260119,142,93,1,3,2378.26,Success,TXN9625995498
19425,20240130,235,52,6,2,462.88,Success,TXN0457513723
19426,20240118,208,178,2,10,343.81,Success,TXN3073084316
19427,20250514,449,17,2,8,3839.35,Refunded,TXN3679418521
19428,20240617,481,69,1,4,169.38,Success,TXN9373321937
19429,20260728,169,47,1,6,6686.29,Success,TXN7268647725
19430,20250701,145,103,1,5,441.64,Success,TXN5326988958
19431,20240312,49,118,5,5,367.03,Success,TXN3108565115
19432,20240809,320,80,2,10,5214.45,Success,TXN9580757973
19433,20240627,37,46,3,10,375.14,Success,TXN7491684344
19434,20250520,440,40,2,3,79.9,Success,TXN3108276973
19435,20260410,48,169,1,3,292.51,Failed,TXN4378112971
19436,20260727,288,139,1,3,246.63,Success,TXN4721115730
19437,20240429,145,146,2,2,4186.55,Success,TXN9607726056
19438,20250318,402,119,1,1,162.81,Success,TXN1313107453
19439,20250617,408,140,1,9,510.54,Success,TXN9761454777
19440,20261119,32,62,1,2,2803.78,Success,TXN0871061116
19441,20250502,114,149,2,6,1980.1,Success,TXN8309726038
19442,20260912,100,47,3,2,40625.08,Success,TXN9504809619
19443,20260420,180,63,3,3,1274.19,Success,TXN9811583588
19444,20261014,226,58,1,10,719.39,Success,TXN1066758402
19445,20260908,150,54,1,3,744.92,Success,TXN1779860887
19446,20250829,244,46,1,7,612.77,Success,TXN4485132741
19447,20241030,282,146,6,3,90.42,Success,TXN6212989086
19448,20260925,399,179,3,5,9537.54,Success,TXN8911244279
19449,20260416,206,130,1,5,2254.8,Success,TXN3806608765
19450,20260113,318,195,4,8,60.14,Success,TXN3592392560
19451,20250530,234,137,6,5,226.43,Success,TXN4258497391
19452,20250309,241,141,1,1,1225.84,Success,TXN2046513781
19453,20251017,260,20,1,2,1009.34,Success,TXN3493561022
19454,20251206,314,18,2,6,272.26,Success,TXN6013170906
19455,20260921,193,56,5,8,98.41,Success,TXN6961809995
19456,20261013,459,90,1,6,258.08,Success,TXN1222452267
19457,20261106,30,81,5,4,1411.75,Success,TXN2554808102
19458,20260301,305,170,6,5,3406.34,Success,TXN5261874850
19459,20250419,326,38,1,3,1703.95,Success,TXN2020858487
19460,20260206,12,146,1,10,1221.31,Success,TXN9453430286
19461,20250325,274,54,3,3,638.38,Success,TXN3055734165
19462,20250319,459,147,2,9,1587.96,Success,TXN5993733228
19463,20261214,254,107,1,1,8121.77,Success,TXN9966121541
19464,20250102,387,181,1,6,1772.92,Success,TXN9244546427
19465,20240518,400,197,3,6,2932.52,Success,TXN4037905155
19466,20250107,17,153,1,6,2451.94,Success,TXN5363607872
19467,20251209,396,184,1,1,914.0,Success,TXN2724652505
19468,20240831,121,62,5,7,445.57,Success,TXN5998478078
19469,20260328,91,143,3,4,459.61,Refunded,TXN0797102665
19470,20240331,109,177,3,7,88.55,Success,TXN5489077762
19471,20250401,214,88,3,5,208.6,Success,TXN5840862412
19472,20250702,16,23,1,6,1650.01,Success,TXN0208710560
19473,20251002,393,3,1,4,260.86,Success,TXN0817863608
19474,20241009,59,72,2,6,790.9,Success,TXN7144510249
19475,20250428,164,13,1,6,4298.27,Success,TXN8616633710
19476,20250315,319,44,2,8,3557.07,Success,TXN9549606004
19477,20250703,247,117,2,10,6523.66,Success,TXN3150668571
19478,20250123,462,57,6,5,1991.86,Success,TXN4668397367
19479,20240223,412,24,5,5,27479.14,Success,TXN0210796333
19480,20250417,270,18,1,9,1890.49,Success,TXN9556345484
19481,20240621,29,19,1,10,98.22,Success,TXN0550642941
19482,20260722,262,184,3,6,29284.42,Success,TXN5933242437
19483,20260713,333,178,2,5,38239.2,Success,TXN1845147446
19484,20250502,15,79,1,9,1618.85,Failed,TXN7909209429
19485,20241230,160,104,3,1,898.19,Success,TXN3623911281
19486,20261017,420,173,1,7,18659.04,Failed,TXN9484198843
19487,20261130,240,20,3,5,1136.72,Success,TXN7406814951
19488,20240318,64,82,3,4,3721.33,Success,TXN6856695075
19489,20260416,418,86,3,2,221.25,Success,TXN5791634115
19490,20250512,304,139,2,1,340.31,Success,TXN7095417674
19491,20250218,312,70,1,9,1121.6,Success,TXN5056571864
19492,20240629,241,199,1,2,5912.86,Success,TXN0995393900
19493,20260910,13,75,3,2,4037.03,Success,TXN7311996938
19494,20260324,321,12,1,6,1731.51,Success,TXN9671333646
19495,20250610,4,35,4,5,1774.13,Success,TXN1139595882
19496,20260712,400,178,6,1,205.54,Success,TXN9072202221
19497,20250512,440,176,4,9,1203.92,Success,TXN5295824267
19498,20251012,386,11,1,7,8335.06,Success,TXN1043900086
19499,20240110,265,175,1,10,1840.37,Success,TXN4877825575
19500,20250908,44,155,1,1,360.04,Success,TXN7514335121
19501,20250614,267,44,4,5,210.28,Success,TXN1022702884
19502,20260929,294,33,1,7,9912.58,Success,TXN9375924763
19503,20260208,192,134,2,1,1663.37,Success,TXN6722498862
19504,20260929,221,168,3,9,212.61,Success,TXN0587918709
19505,20260926,226,127,4,3,400.31,Success,TXN2927300404
19506,20260625,378,123,1,2,1115.89,Success,TXN2128412143
19507,20240901,16,136,1,4,3174.39,Failed,TXN5421769575
19508,20240827,455,80,1,5,487.43,Success,TXN0379619507
19509,20240106,488,29,1,4,206.76,Success,TXN1150746648
19510,20260416,370,145,1,10,9692.42,Success,TXN7230878367
19511,20250202,250,177,3,10,50.87,Success,TXN9081590202
19512,20260311,498,34,2,10,38617.5,Success,TXN8619861185
19513,20250801,259,7,3,2,1395.57,Success,TXN5844917752
19514,20251215,74,18,6,3,1509.37,Success,TXN8551322163
19515,20260731,396,58,1,9,469.64,Success,TXN7309801679
19516,20261222,397,57,1,7,286.85,Success,TXN6493870316
19517,20250330,229,84,3,3,370.23,Success,TXN8111823382
19518,20250428,374,165,2,4,411.39,Success,TXN6241628386
19519,20260912,368,135,1,7,214.48,Success,TXN1042616101
19520,20261207,70,86,1,4,1992.94,Success,TXN6031753444
19521,20250316,43,194,3,10,175.87,Success,TXN8819757593
19522,20260919,70,68,4,5,24678.58,Success,TXN6599265523
19523,20240809,327,39,4,10,176.91,Success,TXN5659417896
19524,20241114,316,136,3,3,151.7,Failed,TXN9991520138
19525,20240805,95,140,3,10,593.16,Success,TXN0131939238
19526,20260705,290,28,2,1,286.87,Success,TXN6177950741
19527,20261227,115,23,6,3,269.6,Failed,TXN4909481617
19528,20241013,400,70,1,6,21160.59,Success,TXN2288473591
19529,20241207,15,167,5,8,1270.06,Success,TXN3198590472
19530,20241017,323,55,2,2,246.41,Success,TXN0669091203
19531,20260701,223,178,1,7,404.39,Success,TXN8590625578
19532,20260128,188,181,1,4,329.56,Success,TXN3516615334
19533,20260723,145,177,1,6,419.24,Success,TXN4746965554
19534,20250819,393,2,1,8,1030.85,Success,TXN0236828566
19535,20250201,102,62,1,6,9750.41,Success,TXN7308033398
19536,20251130,63,30,2,3,9149.12,Success,TXN6139663082
19537,20240430,437,151,6,1,8101.13,Success,TXN2154002909
19538,20250117,110,113,2,1,1578.59,Success,TXN4615476079
19539,20241125,147,150,2,6,3124.81,Success,TXN4107715506
19540,20261130,253,176,1,5,2054.97,Success,TXN5970275724
19541,20260618,463,155,2,2,23357.63,Success,TXN9285821001
19542,20250406,454,186,3,9,11281.32,Success,TXN9875680321
19543,20240506,144,40,1,7,1267.23,Success,TXN9269033635
19544,20261026,271,56,1,4,156.74,Success,TXN2270630240
19545,20261227,16,72,1,5,1126.44,Success,TXN6585118756
19546,20240703,316,20,6,8,1116.76,Success,TXN8515678128
19547,20260523,490,179,1,2,1927.87,Failed,TXN0031297293
19548,20240721,66,144,2,2,1466.68,Success,TXN4235558411
19549,20240527,406,146,1,6,1626.32,Success,TXN4274908068
19550,20260816,450,86,3,3,66.98,Success,TXN3685889374
19551,20240523,5,23,1,10,8721.33,Success,TXN4624574498
19552,20240710,300,171,5,10,15164.91,Success,TXN7570627582
19553,20250606,57,188,5,8,6431.7,Success,TXN5487941949
19554,20250125,451,90,1,5,6620.54,Success,TXN8781321799
19555,20240811,63,153,1,7,3445.47,Success,TXN7578513065
19556,20250227,88,138,4,5,845.24,Success,TXN3105235746
19557,20250417,11,179,1,6,353.71,Success,TXN3071792359
19558,20261027,464,29,1,4,1786.0,Success,TXN1427894378
19559,20260928,209,182,2,6,1867.08,Success,TXN6650859156
19560,20261210,45,92,1,6,2043.79,Success,TXN3969518940
19561,20261010,446,139,1,8,322.87,Success,TXN2897793835
19562,20241119,460,74,1,9,136.66,Success,TXN9989360798
19563,20251210,153,131,1,7,1165.94,Success,TXN1276662278
19564,20251015,219,123,6,10,232.62,Success,TXN5090681617
19565,20260401,130,139,1,8,836.02,Success,TXN7023294060
19566,20261029,314,46,1,7,94.76,Success,TXN8188115433
19567,20261002,23,151,4,5,184.49,Success,TXN1747067322
19568,20251223,343,115,3,1,4915.85,Success,TXN0595797527
19569,20250528,243,93,3,2,264.75,Success,TXN8399141379
19570,20240503,258,60,1,9,871.85,Success,TXN2468125788
19571,20240701,462,41,1,9,5996.57,Success,TXN1534139510
19572,20250415,69,10,1,2,216.57,Success,TXN9930196283
19573,20250806,358,48,1,4,214.46,Success,TXN8005832094
19574,20250302,334,175,5,9,505.06,Success,TXN5540271370
19575,20240726,25,4,1,9,660.79,Success,TXN6057784290
19576,20251218,439,144,2,1,448.85,Success,TXN5065208692
19577,20260202,260,35,1,1,1812.4,Success,TXN9116072140
19578,20240123,18,94,5,4,9952.25,Success,TXN0928917226
19579,20240727,162,152,1,6,1755.7,Success,TXN2323653927
19580,20260603,282,160,4,8,1170.34,Success,TXN3599509459
19581,20240831,452,8,1,5,43325.72,Success,TXN7227430899
19582,20251011,15,16,1,8,2542.41,Success,TXN2602306629
19583,20241022,184,147,1,8,1990.82,Success,TXN5738790250
19584,20250912,42,166,2,9,25265.36,Success,TXN6981283469
19585,20240119,336,159,3,6,3740.82,Refunded,TXN3896160549
19586,20240523,415,16,4,2,127.16,Success,TXN7535510169
19587,20250307,359,2,1,6,9324.62,Success,TXN8247746048
19588,20241202,309,167,5,4,1390.3,Success,TXN3626315932
19589,20260327,140,172,1,5,19390.8,Success,TXN0893586303
19590,20240613,113,108,5,2,1463.21,Success,TXN3905883743
19591,20250711,22,154,1,6,4853.74,Success,TXN0073246442
19592,20260826,7,46,1,7,3156.75,Success,TXN1495980736
19593,20240717,456,23,2,5,3955.4,Success,TXN4717631787
19594,20241127,316,20,1,9,5989.56,Success,TXN1486759621
19595,20260831,194,108,1,2,8951.47,Success,TXN0849258460
19596,20261220,358,93,1,7,5033.12,Success,TXN1139580895
19597,20251113,87,80,3,1,609.93,Success,TXN7505613911
19598,20240301,394,12,3,2,5021.32,Success,TXN8495099595
19599,20250430,149,104,1,3,14666.49,Success,TXN9330751008
19600,20250515,123,135,1,6,70.88,Success,TXN0046138679
19601,20260128,430,172,1,10,6389.49,Success,TXN9786120944
19602,20240509,22,158,1,3,313.36,Success,TXN1329719613
19603,20260702,327,50,1,10,374.03,Success,TXN3730303959
19604,20241219,465,44,6,6,269.82,Success,TXN0232639917
19605,20240901,409,27,2,1,33777.93,Success,TXN8815983051
19606,20240825,93,120,3,6,316.59,Success,TXN8221646230
19607,20251229,205,74,2,2,794.41,Success,TXN5942114669
19608,20250213,333,73,4,3,397.14,Success,TXN0544887577
19609,20240226,144,186,1,8,18735.72,Success,TXN5857312483
19610,20260717,464,32,1,2,624.08,Success,TXN2462019863
19611,20240810,263,188,5,10,11694.17,Success,TXN5438669410
19612,20250113,443,82,1,10,37028.59,Success,TXN0806047562
19613,20260812,315,40,5,9,69.56,Success,TXN0238239529
19614,20240826,282,91,3,4,1912.44,Success,TXN4528963628
19615,20240516,498,82,1,9,606.01,Success,TXN2156132793
19616,20240804,246,161,4,4,50.38,Success,TXN6885833917
19617,20240719,298,49,2,7,1625.95,Success,TXN6350115754
19618,20241120,166,195,1,7,6772.01,Success,TXN7160633251
19619,20261030,292,131,1,1,2576.37,Success,TXN2451888490
19620,20250217,480,180,6,6,221.82,Success,TXN0435363757
19621,20250606,374,195,2,9,5442.77,Success,TXN2276204564
19622,20250819,369,193,2,9,110.44,Success,TXN4996857300
19623,20260129,43,135,5,5,41087.69,Success,TXN8150659964
19624,20241013,7,25,3,8,64.41,Success,TXN3026494079
19625,20250109,117,180,1,1,1924.72,Success,TXN3185897682
19626,20261015,121,164,1,9,20177.78,Success,TXN4771382964
19627,20251029,371,60,3,4,8524.56,Success,TXN8455120992
19628,20251011,80,138,1,7,177.35,Success,TXN0555289795
19629,20260603,488,133,3,6,1527.27,Success,TXN3306566855
19630,20261010,301,63,2,5,1851.68,Success,TXN2407172934
19631,20240919,317,147,1,9,21533.02,Success,TXN3394459138
19632,20241019,249,85,2,10,59.49,Success,TXN0932665878
19633,20240304,213,138,3,10,2491.61,Success,TXN8574288767
19634,20260908,349,90,2,8,9627.08,Success,TXN1366374000
19635,20240126,348,130,2,3,909.2,Success,TXN2231438261
19636,20250919,281,27,1,6,1156.54,Success,TXN5354550813
19637,20240229,308,96,1,1,935.92,Success,TXN4158445872
19638,20261205,124,64,3,4,2695.26,Success,TXN3045334540
19639,20250726,18,68,1,10,832.68,Success,TXN5206413645
19640,20240702,13,89,1,8,35018.97,Success,TXN7642499569
19641,20251227,343,136,1,3,654.15,Success,TXN4303680195
19642,20261009,66,191,1,2,371.36,Success,TXN9137509315
19643,20260126,32,11,5,2,167.39,Success,TXN2649329038
19644,20240728,172,92,3,8,9471.68,Success,TXN1356523738
19645,20250829,163,6,4,5,4587.13,Success,TXN0255937773
19646,20260114,230,41,1,2,198.51,Success,TXN0744661979
19647,20261113,469,5,1,5,960.39,Success,TXN6053530668
19648,20240522,145,193,1,7,867.88,Success,TXN7681126013
19649,20260903,496,188,3,1,322.6,Success,TXN8463561464
19650,20240821,180,31,1,4,161.56,Success,TXN9495747111
19651,20250902,14,103,1,9,821.52,Success,TXN4858227693
19652,20260402,146,33,4,10,1590.59,Success,TXN9458029277
19653,20240915,127,110,1,5,38434.65,Success,TXN1618388790
19654,20240906,154,6,2,1,241.89,Success,TXN0055396074
19655,20251007,138,138,1,4,5854.36,Success,TXN0829068424
19656,20250307,488,10,2,10,7134.45,Success,TXN2551480640
19657,20241220,346,58,3,7,1281.21,Success,TXN1814261805
19658,20260919,182,150,1,2,70.33,Success,TXN2413577154
19659,20250217,452,4,1,8,4711.74,Success,TXN3920627560
19660,20260907,113,46,1,3,5670.68,Success,TXN5180986454
19661,20260225,357,144,1,5,31594.16,Success,TXN6197579953
19662,20260714,445,22,2,9,517.04,Success,TXN4077542809
19663,20251116,82,169,4,6,492.77,Success,TXN9588347273
19664,20260703,308,116,2,9,365.6,Success,TXN5969057787
19665,20240813,451,18,5,1,424.16,Success,TXN2419132370
19666,20251231,187,74,5,7,1587.31,Success,TXN7452822728
19667,20240322,477,68,1,6,33622.44,Success,TXN4531923603
19668,20260704,240,110,6,6,1141.09,Success,TXN1559904800
19669,20240627,149,95,1,3,21658.99,Success,TXN6504213979
19670,20250522,164,57,1,8,146.15,Success,TXN4663151121
19671,20250529,98,186,1,7,2392.32,Success,TXN7781046933
19672,20250103,374,181,3,9,328.23,Success,TXN7720260643
19673,20251003,265,63,1,10,576.79,Success,TXN6533361688
19674,20250607,32,113,1,8,43607.51,Success,TXN5996999914
19675,20251125,315,98,3,9,306.62,Success,TXN0445143083
19676,20240422,311,49,6,10,7096.36,Success,TXN3778673802
19677,20250903,443,54,1,2,276.66,Success,TXN8899605656
19678,20240607,45,68,3,7,383.04,Success,TXN4075109563
19679,20240516,278,144,1,10,347.76,Success,TXN1204192912
19680,20260705,291,109,1,9,1335.39,Success,TXN9071879817
19681,20241011,446,154,2,3,3478.3,Success,TXN3253592481
19682,20260820,1,182,1,10,1122.79,Success,TXN8678253935
19683,20260320,441,152,1,1,1174.36,Refunded,TXN5344921026
19684,20261016,267,103,1,1,1648.33,Success,TXN0474384999
19685,20240213,120,51,1,5,620.6,Success,TXN2151388753
19686,20260827,269,32,1,7,1696.07,Success,TXN4740954878
19687,20260206,476,141,1,1,1907.56,Success,TXN8584398863
19688,20250317,310,70,2,4,6470.47,Success,TXN2885149424
19689,20260209,338,41,2,5,6828.01,Success,TXN9190015192
19690,20261230,469,171,1,7,438.05,Success,TXN6743966440
19691,20260415,170,72,1,4,6556.22,Success,TXN8714237673
19692,20261115,36,141,1,10,389.16,Success,TXN8496803902
19693,20261217,163,36,2,4,9733.27,Success,TXN9365895290
19694,20261104,162,105,1,4,43496.19,Success,TXN8454096695
19695,20261105,207,141,4,6,312.77,Success,TXN1673253601
19696,20260923,155,65,1,6,6301.43,Success,TXN7707250292
19697,20261010,150,93,1,6,1872.88,Success,TXN8030067563
19698,20240906,300,173,1,9,874.2,Success,TXN1487459985
19699,20241005,72,176,5,9,865.03,Success,TXN8917256159
19700,20251002,415,195,2,2,307.24,Success,TXN1524817774
19701,20261218,461,139,1,2,35782.4,Success,TXN9897559731
19702,20261101,82,160,1,5,497.89,Success,TXN1947082033
19703,20260622,366,35,2,9,42884.5,Success,TXN9325730035
19704,20260624,378,71,1,9,2387.04,Success,TXN7945122745
19705,20240708,456,165,3,9,645.62,Success,TXN0544301390
19706,20240111,304,66,2,6,6533.06,Failed,TXN3936188604
19707,20240101,165,82,6,7,369.73,Success,TXN3415926243
19708,20261103,239,153,4,1,175.14,Success,TXN5421210659
19709,20240602,353,112,2,6,496.03,Success,TXN7182638937
19710,20240315,359,180,2,9,43319.22,Success,TXN0867475149
19711,20260902,157,162,3,7,2806.86,Success,TXN3173988798
19712,20240428,329,20,1,2,24769.82,Success,TXN1470167345
19713,20261003,107,22,1,1,404.8,Success,TXN4082534616
19714,20240506,291,76,1,7,467.38,Success,TXN1494725239
19715,20240415,356,147,4,2,44367.59,Success,TXN7975807550
19716,20241122,284,180,1,2,689.64,Success,TXN7198142815
19717,20260425,458,28,1,8,189.83,Success,TXN9544274827
19718,20240806,366,107,1,1,336.75,Success,TXN6004430247
19719,20241125,359,57,3,8,4933.61,Success,TXN9886332205
19720,20261203,222,61,1,7,517.49,Success,TXN2011498812
19721,20260814,427,14,2,6,33232.44,Success,TXN8824789253
19722,20260214,125,64,6,6,203.57,Success,TXN1913342786
19723,20260516,391,181,3,2,1318.85,Success,TXN3265684290
19724,20241220,52,195,1,3,291.77,Success,TXN5223702770
19725,20251008,365,33,1,5,248.98,Success,TXN1861818380
19726,20260717,25,92,3,9,173.84,Success,TXN4464668038
19727,20251018,13,84,6,6,870.85,Success,TXN6681969725
19728,20240519,432,159,1,5,8123.74,Success,TXN5959106711
19729,20260626,368,159,2,2,8096.1,Success,TXN5870450375
19730,20240302,382,148,1,2,9064.34,Success,TXN0032502602
19731,20260630,472,37,2,5,1099.52,Success,TXN5836096459
19732,20260918,436,107,1,2,1008.54,Success,TXN7640409007
19733,20260210,306,74,1,8,1406.03,Success,TXN1153869357
19734,20250104,341,145,1,10,361.76,Success,TXN8708782937
19735,20260116,61,189,3,9,267.93,Success,TXN3724836649
19736,20241229,185,181,2,4,1880.63,Success,TXN6935078490
19737,20251023,316,57,1,7,1434.15,Success,TXN1432559263
19738,20240611,301,197,2,5,9327.15,Success,TXN1393766735
19739,20250201,79,113,2,7,334.07,Success,TXN3143365951
19740,20241116,69,43,1,4,5566.83,Success,TXN3343006722
19741,20240326,98,143,2,3,158.11,Success,TXN7783680868
19742,20240801,326,79,2,7,9526.32,Success,TXN0240927390
19743,20260829,69,181,1,7,230.86,Success,TXN7183423962
19744,20260616,400,187,2,10,40324.19,Success,TXN6816651776
19745,20250930,442,150,1,8,1400.54,Success,TXN7393379579
19746,20250310,120,171,1,10,43133.77,Success,TXN7647920768
19747,20240413,141,108,3,5,139.73,Success,TXN8876500303
19748,20260608,399,27,1,2,4411.41,Success,TXN5797922243
19749,20260218,357,100,1,9,1519.79,Success,TXN8245039167
19750,20260825,227,172,1,8,4099.72,Success,TXN5605389198
19751,20240411,496,6,1,3,188.92,Success,TXN5607785322
19752,20250202,268,61,2,4,6054.3,Success,TXN8069590909
19753,20250622,240,54,1,1,1144.8,Success,TXN3815377932
19754,20241014,36,115,5,2,364.26,Success,TXN2158196815
19755,20251130,396,189,6,10,107.35,Success,TXN5475745366
19756,20260407,405,67,1,8,373.35,Success,TXN6297654164
19757,20260204,357,3,4,8,44908.62,Success,TXN9589038102
19758,20260923,266,136,5,1,858.57,Success,TXN7891294085
19759,20250623,52,134,1,4,520.28,Success,TXN3863724842
19760,20240527,222,76,6,2,9904.37,Success,TXN7013409349
19761,20240301,128,19,3,3,19224.66,Success,TXN0192299266
19762,20241001,329,63,3,8,1558.28,Success,TXN5716810489
19763,20260316,251,155,1,9,783.3,Success,TXN3909214508
19764,20250210,232,60,2,5,370.64,Success,TXN4642812214
